2026-05-14 10:27:10,971 | INFO | Starting training pipeline
2026-05-14 10:27:10,971 | INFO | Output directory: runs/l_mnist_pipeline_20260514_102656
2026-05-14 10:27:10,973 | INFO | Config: {'batch_size': 512, 'lr': 0.001, 'epochs_stage1': 300, 'epochs_stage2': 300, 'epochs_lstm': 300, 'epochs_rnn': 300, 'n_runs': 5, 'gfr_stage2_target_params': 7434, 'gfr_hidden_dim': 86, 'rnn_hidden_dim': 68, 'num_classes': 10, 'bio_units': False, 'base_seed': 1234, 'output_root': 'runs', 'parallel_runs': True, 'gpu_ids': '0,1,2,3,5'}
2026-05-14 10:27:10,973 | INFO | CUDA device: cuda:0
2026-05-14 10:27:10,973 | INFO | GPU ids: [0, 1, 2, 3, 5]
2026-05-14 10:27:10,973 | INFO | Run seeds: [1234, 1235, 1236, 1237, 1238]
2026-05-14 10:27:14,080 | INFO | Stage-1 model trainable params: 11534
2026-05-14 10:27:29,407 | INFO | stage1 | Epoch 001 | train_loss=221.9551 | train_acc=0.3242 | test_loss=29.0560 | test_acc=0.2167
2026-05-14 10:27:43,288 | INFO | stage1 | Epoch 002 | train_loss=147.5864 | train_acc=0.5376 | test_loss=21.4243 | test_acc=0.3347
2026-05-14 10:27:57,124 | INFO | stage1 | Epoch 003 | train_loss=110.4653 | train_acc=0.6645 | test_loss=16.8968 | test_acc=0.4359
2026-05-14 10:28:09,264 | INFO | stage1 | Epoch 004 | train_loss=90.0216 | train_acc=0.7284 | test_loss=14.5315 | test_acc=0.4769
2026-05-14 10:28:21,070 | INFO | stage1 | Epoch 005 | train_loss=74.6982 | train_acc=0.7838 | test_loss=11.6871 | test_acc=0.5892
2026-05-14 10:28:33,816 | INFO | stage1 | Epoch 006 | train_loss=60.4409 | train_acc=0.8264 | test_loss=10.0364 | test_acc=0.5761
2026-05-14 10:28:48,052 | INFO | stage1 | Epoch 007 | train_loss=54.9393 | train_acc=0.8420 | test_loss=9.8138 | test_acc=0.6499
2026-05-14 10:29:02,860 | INFO | stage1 | Epoch 008 | train_loss=48.5834 | train_acc=0.8642 | test_loss=7.9932 | test_acc=0.6499
2026-05-14 10:29:17,289 | INFO | stage1 | Epoch 009 | train_loss=43.6388 | train_acc=0.8877 | test_loss=8.0849 | test_acc=0.7019
2026-05-14 10:29:31,041 | INFO | stage1 | Epoch 010 | train_loss=38.8035 | train_acc=0.9041 | test_loss=6.1741 | test_acc=0.7637
2026-05-14 10:29:43,033 | INFO | stage1 | Epoch 011 | train_loss=33.8750 | train_acc=0.9185 | test_loss=5.7709 | test_acc=0.7359
2026-05-14 10:29:56,206 | INFO | stage1 | Epoch 012 | train_loss=32.0784 | train_acc=0.9228 | test_loss=5.0861 | test_acc=0.7528
2026-05-14 10:30:09,438 | INFO | stage1 | Epoch 013 | train_loss=29.4789 | train_acc=0.9298 | test_loss=5.4220 | test_acc=0.7289
2026-05-14 10:30:20,625 | INFO | stage1 | Epoch 014 | train_loss=27.4489 | train_acc=0.9348 | test_loss=4.4563 | test_acc=0.8029
2026-05-14 10:30:34,653 | INFO | stage1 | Epoch 015 | train_loss=24.9114 | train_acc=0.9409 | test_loss=4.2685 | test_acc=0.7779
2026-05-14 10:30:46,538 | INFO | stage1 | Epoch 016 | train_loss=23.8766 | train_acc=0.9440 | test_loss=4.0063 | test_acc=0.7901
2026-05-14 10:30:58,735 | INFO | stage1 | Epoch 017 | train_loss=22.3978 | train_acc=0.9467 | test_loss=4.1097 | test_acc=0.8004
2026-05-14 10:31:12,103 | INFO | stage1 | Epoch 018 | train_loss=21.7348 | train_acc=0.9488 | test_loss=3.6152 | test_acc=0.8085
2026-05-14 10:31:25,068 | INFO | stage1 | Epoch 019 | train_loss=21.3509 | train_acc=0.9491 | test_loss=3.7886 | test_acc=0.7664
