model,run_idx,epoch,train_loss,train_acc,test_loss,test_acc
snn_lif,1,1,262.2951920032501,0.15071666666666667,41.29060506820679,0.1896
snn_lif,1,2,230.1471744775772,0.2307,37.57976520061493,0.2763
snn_lif,1,3,219.45006680488586,0.25361666666666666,36.60063660144806,0.2694
snn_lif,1,4,208.65244245529175,0.2996333333333333,33.79871225357056,0.3704
snn_lif,1,5,193.41954016685486,0.36568333333333336,32.130895018577576,0.353
snn_lif,1,6,182.29489254951477,0.40058333333333335,29.94231677055359,0.3981
snn_lif,1,7,167.05179500579834,0.4501,27.645063519477844,0.4444
snn_lif,1,8,155.31317234039307,0.49715,25.96193039417267,0.5038
snn_lif,1,9,148.3632768392563,0.52475,24.40864384174347,0.5296
snn_lif,1,10,142.37260150909424,0.55495,23.804983735084534,0.5497
snn_lif,1,11,136.4984130859375,0.5772333333333334,23.199679255485535,0.5723
snn_lif,1,12,129.49657130241394,0.6067333333333333,22.44087851047516,0.5609
snn_lif,1,13,124.89051616191864,0.6316666666666667,22.0112926363945,0.6065
snn_lif,1,14,119.93349391222,0.6694,19.952954411506653,0.6849
snn_lif,1,15,115.80632477998734,0.6866666666666666,18.77722805738449,0.7069
snn_lif,1,16,109.82730323076248,0.7048333333333333,17.988940060138702,0.7152
snn_lif,1,17,105.58830398321152,0.7188166666666667,18.239712178707123,0.7227
snn_lif,1,18,103.20563465356827,0.7237,16.897469341754913,0.7301
snn_lif,1,19,99.76369833946228,0.7358833333333333,17.47687464952469,0.7278
snn_lif,1,20,98.02089464664459,0.7418333333333333,16.736674964427948,0.7344
snn_lif,1,21,97.5564523935318,0.7420333333333333,16.36946976184845,0.7508
snn_lif,1,22,93.74633485078812,0.752,15.31943279504776,0.7609
snn_lif,1,23,91.98460012674332,0.7543166666666666,14.88368535041809,0.7638
snn_lif,1,24,90.28998637199402,0.7625333333333333,14.891009330749512,0.7644
snn_lif,1,25,89.63134557008743,0.7649666666666667,14.578458845615387,0.7789
snn_lif,1,26,86.81193435192108,0.7718,14.723907768726349,0.7599
snn_lif,1,27,83.97693908214569,0.78255,14.488826245069504,0.7643
snn_lif,1,28,84.91298687458038,0.78135,14.436098515987396,0.7817
snn_lif,1,29,81.12875801324844,0.7921333333333334,14.079916834831238,0.7828
snn_lif,1,30,80.26177871227264,0.7958666666666666,13.850793421268463,0.8021
snn_lif,1,31,77.2073118686676,0.8058166666666666,14.211042791604996,0.7796
snn_lif,1,32,77.807776927948,0.8034666666666667,12.966492146253586,0.8122
snn_lif,1,33,75.82913738489151,0.8112833333333334,12.756988883018494,0.8184
snn_lif,1,34,75.1540924012661,0.8099333333333333,12.82740718126297,0.8095
snn_lif,1,35,73.57020884752274,0.8177,13.755174309015274,0.7818
snn_lif,1,36,75.00247871875763,0.8109833333333333,11.987710982561111,0.8212
snn_lif,1,37,71.38204604387283,0.8218833333333333,13.001375705003738,0.8012
snn_lif,1,38,70.35706230998039,0.8256833333333333,11.604570806026459,0.8391
snn_lif,1,39,68.83637574315071,0.8303666666666667,11.444264203310013,0.8381
snn_lif,1,40,69.97446313500404,0.8276166666666667,13.974039137363434,0.7974
snn_lif,1,41,68.64605489373207,0.8327,11.630621016025543,0.8391
snn_lif,1,42,67.24091777205467,0.8347166666666667,11.437719821929932,0.835
snn_lif,1,43,65.73474180698395,0.8373833333333334,11.27423882484436,0.8361
snn_lif,1,44,66.67070257663727,0.8345,11.651418834924698,0.8327
snn_lif,1,45,65.32060912251472,0.8385333333333334,11.789062470197678,0.8311
snn_lif,1,46,64.82300025224686,0.84025,11.395472764968872,0.8397
snn_lif,1,47,64.2352985739708,0.84275,10.29810282588005,0.8591
snn_lif,1,48,62.593798875808716,0.8459666666666666,10.578779071569443,0.8485
snn_lif,1,49,61.1947965323925,0.8494166666666667,10.444558799266815,0.8518
snn_lif,1,50,60.01130348443985,0.8525333333333334,9.745477676391602,0.858
snn_lif,1,51,59.51980012655258,0.8530166666666666,10.579863846302032,0.8562
snn_lif,1,52,57.90965390205383,0.85825,10.13217356801033,0.8584
snn_lif,1,53,58.171419978141785,0.8584,9.725238353013992,0.8434
snn_lif,1,54,57.77391177415848,0.8596333333333334,9.120751410722733,0.8699
snn_lif,1,55,55.766757518053055,0.8642,9.653455674648285,0.8616
snn_lif,1,56,55.38018578290939,0.8662166666666666,9.379305675625801,0.8696
snn_lif,1,57,55.047770619392395,0.8668333333333333,10.38297924399376,0.8544
snn_lif,1,58,55.5673403441906,0.86515,8.907393544912338,0.882
snn_lif,1,59,53.86712285876274,0.8694166666666666,9.475689202547073,0.8584
snn_lif,1,60,52.36197915673256,0.8737166666666667,8.23847872018814,0.8845
snn_lif,1,61,52.91476818919182,0.8718,9.125044256448746,0.8733
snn_lif,1,62,52.455607533454895,0.8733833333333333,9.620299816131592,0.861
snn_lif,1,63,50.44979563355446,0.8776666666666667,9.096192687749863,0.8682
snn_lif,1,64,51.87809577584267,0.8747333333333334,8.403528362512589,0.8793
snn_lif,1,65,49.43116822838783,0.8806333333333334,8.144210994243622,0.8834
snn_lif,1,66,49.14239197969437,0.88245,8.320055678486824,0.8857
snn_lif,1,67,49.606848299503326,0.8808333333333334,8.438197508454323,0.8863
snn_lif,1,68,48.09193441271782,0.8843166666666666,7.986658871173859,0.8854
snn_lif,1,69,47.44975012540817,0.8876166666666667,8.367391511797905,0.8783
snn_lif,1,70,46.646613359451294,0.88815,7.851359337568283,0.8891
snn_lif,1,71,46.60059276223183,0.8894666666666666,7.786067992448807,0.8829
snn_lif,1,72,46.65147143602371,0.88745,8.624198198318481,0.8812
snn_lif,1,73,46.7753632068634,0.8888,7.871352985501289,0.8901
snn_lif,1,74,46.32061192393303,0.8894666666666666,7.902065306901932,0.8914
snn_lif,1,75,45.72906693816185,0.8916166666666666,7.450594380497932,0.8952
snn_lif,1,76,45.2961545586586,0.89275,8.08143162727356,0.8837
snn_lif,1,77,44.82231432199478,0.8934333333333333,8.016860380768776,0.8907
snn_lif,1,78,43.83273044228554,0.8959833333333334,7.816959485411644,0.8868
snn_lif,1,79,43.74154521524906,0.8965833333333333,8.40624888241291,0.8854
snn_lif,1,80,44.807208359241486,0.8932333333333333,7.562900364398956,0.8959
snn_lif,1,81,43.271667674183846,0.8969333333333334,7.413025319576263,0.8973
snn_lif,1,82,43.7352434694767,0.89445,7.492333754897118,0.9008
snn_lif,1,83,42.89297464489937,0.8986833333333333,7.5753660798072815,0.8946
snn_lif,1,84,43.15476733446121,0.89875,7.450707599520683,0.9006
snn_lif,1,85,41.81546074151993,0.90165,7.2595454305410385,0.9011
snn_lif,1,86,41.197281777858734,0.9026666666666666,7.296300292015076,0.8985
snn_lif,1,87,41.61600577831268,0.9018833333333334,7.185174882411957,0.9023
snn_lif,1,88,40.546353220939636,0.9042833333333333,7.376843333244324,0.8933
snn_lif,1,89,40.46581467986107,0.9038666666666667,6.839546397328377,0.9056
snn_lif,1,90,40.96732668578625,0.9044166666666666,6.954572528600693,0.9024
snn_lif,1,91,40.49275724589825,0.90505,7.222876667976379,0.9027
snn_lif,1,92,39.84314484894276,0.9061833333333333,7.2939581125974655,0.8982
snn_lif,1,93,40.162002712488174,0.9065333333333333,7.325551837682724,0.8963
snn_lif,1,94,40.006700828671455,0.9053333333333333,7.491418316960335,0.8935
snn_lif,1,95,39.303870216012,0.9065666666666666,6.876228079199791,0.9001
snn_lif,1,96,39.23822110891342,0.9071166666666667,7.103242561221123,0.8973
snn_lif,1,97,38.968846052885056,0.9079166666666667,7.39950367808342,0.8958
snn_lif,1,98,38.96210750937462,0.90695,6.816748425364494,0.9074
snn_lif,1,99,38.66772024333477,0.9077833333333334,6.881271034479141,0.9026
snn_lif,1,100,39.15901859104633,0.9082333333333333,7.06844487786293,0.9019
snn_lif,1,101,38.72351057827473,0.9081,7.248200386762619,0.8968
snn_lif,1,102,38.05054847896099,0.91015,7.252296432852745,0.8969
snn_lif,1,103,37.690347135066986,0.9103166666666667,7.43355356156826,0.897
snn_lif,1,104,37.69211734831333,0.9113333333333333,6.703022867441177,0.9065
snn_lif,1,105,37.760443449020386,0.9113166666666667,6.720959886908531,0.9016
snn_lif,1,106,37.373082011938095,0.9119833333333334,6.757535770535469,0.9002
snn_lif,1,107,37.645723938941956,0.9114666666666666,6.739442467689514,0.9059
snn_lif,1,108,37.22798950970173,0.91255,6.926849827170372,0.8828
snn_lif,1,109,37.267331913113594,0.912,6.7697466015815735,0.9019
snn_lif,1,110,37.9048924818635,0.9094,6.329609543085098,0.9122
snn_lif,1,111,36.37992496788502,0.9147666666666666,6.3415084928274155,0.909
snn_lif,1,112,36.61737987399101,0.9151666666666667,6.481252938508987,0.9026
snn_lif,1,113,37.283686980605125,0.9135666666666666,6.796782776713371,0.8991
snn_lif,1,114,37.20644123852253,0.9144166666666667,6.659905299544334,0.9072
snn_lif,1,115,36.94185109436512,0.9136833333333333,6.97392925620079,0.8973
snn_lif,1,116,36.90609967708588,0.9132,6.293937981128693,0.908
snn_lif,1,117,36.425708532333374,0.9139333333333334,6.279138222336769,0.9042
snn_lif,1,118,36.1566621363163,0.9157,6.109768509864807,0.9116
snn_lif,1,119,36.063927337527275,0.9161166666666667,6.7038077265024185,0.9038
snn_lif,1,120,35.300130158662796,0.9170666666666667,5.811736479401588,0.9154
snn_lif,1,121,35.81183768808842,0.91655,6.14311982691288,0.909
snn_lif,1,122,35.18872618675232,0.9175,6.6558282524347305,0.9023
snn_lif,1,123,34.75208079814911,0.92045,6.089880488812923,0.913
snn_lif,1,124,35.369156420230865,0.9177333333333333,6.04787003993988,0.9202
snn_lif,1,125,35.14339043200016,0.9175333333333333,6.616071283817291,0.8977
snn_lif,1,126,34.44264614582062,0.9209,6.422125518321991,0.9119
snn_lif,1,127,34.42457331717014,0.9201666666666667,6.110877215862274,0.9115
snn_lif,1,128,34.29817967116833,0.9213333333333333,6.027686223387718,0.9142
snn_lif,1,129,34.678894981741905,0.9200166666666667,6.049545556306839,0.916
snn_lif,1,130,34.720982640981674,0.9192833333333333,5.928223490715027,0.9111
snn_lif,1,131,34.1721398383379,0.9207166666666666,5.978999346494675,0.9178
snn_lif,1,132,34.00656010210514,0.9206833333333333,6.3694304674863815,0.9095
snn_lif,1,133,34.12383256852627,0.9211333333333334,6.1058047115802765,0.9128
snn_lif,1,134,34.39794394373894,0.9197666666666666,6.11010679602623,0.9132
