cell_id,species,dendrite_type,line_name,layer,evr1,evr2,c0,c1,gamma,alpha_1,alpha_2,alpha_3,alpha_4,alpha_5,alpha_6,alpha_7,alpha_8,beta_1,beta_2,beta_3,beta_4,beta_5,beta_6,beta_7,beta_8,poly_coeff_0,poly_coeff_1,g_b,max_current,max_firing_rate,cell_class,ei_type
501891177,Mouse,spiny,Ctgf-T2A-dgCre,5,0.6363341343212904,0.7103078980501002,-0.2989263437159936,0.012124346110970758,0.15580546752546734,8.176758766174316,0.23012781143188477,0.256600022315979,0.2555883824825287,0.24418878555297852,0.22399596869945526,0.2092556655406952,0.2054799199104309,0.5084679126739502,0.44589555263519287,0.29144465923309326,-0.0033001690171658993,-0.20374014973640442,-0.3008332848548889,-0.356152206659317,-0.3356052339076996,-0.09836243838071823,1.4349486827850342,50.776336669921875,169.8300018310547,0.15580546752546734,Excitatory (Mouse),Excitatory
512319604,Mouse,spiny,Ctgf-T2A-dgCre,6b,0.5723467821918582,0.6968319800925339,-0.6842046409345534,0.009477019734965383,0.1451836064479011,8.068374633789062,0.2914166748523712,0.38983359932899475,0.3988632559776306,0.37353459000587463,0.28103548288345337,0.18179495632648468,0.13447734713554382,0.9588706493377686,0.426133394241333,-0.04194341227412224,-0.004982318263500929,-0.2729398012161255,-0.8951582908630371,-1.1243791580200195,-1.1374214887619019,-1.4826717233518139e-05,1.3412058353424072,129.86888122558594,189.80999755859375,0.1451836064479011,Excitatory (Mouse),Excitatory
476086391,Mouse,spiny,Nr5a1-Cre,2/3,0.8048080126206791,0.8661595996591014,-0.7294903082055353,0.005230768013633979,0.19987102322871703,8.024090766906738,0.036285046488046646,0.059567201882600784,0.06847477704286575,0.05946144089102745,0.014491626061499119,-0.019325869157910347,-0.027209462597966194,-1.531820297241211,-1.494856834411621,-0.7863529920578003,-0.45048877596855164,-0.26549267768859863,-0.21650531888008118,-0.2515946328639984,-0.27686890959739685,-0.06626132875680923,1.3910069465637207,269.84832763671875,369.9075012207031,0.19987102322871703,Excitatory (Mouse),Excitatory
486178939,Mouse,spiny,Rbp4-Cre_KL100,5,0.5969399074336773,0.566345458774907,-0.9145471134029485,0.039952928950882136,0.07601343005282152,8.191774368286133,0.24955785274505615,0.2834140956401825,0.263152539730072,0.21798190474510193,0.11875444650650024,0.06931700557470322,0.030551835894584656,0.51380854845047,0.02482706308364868,-0.22487346827983856,-0.4386572241783142,-0.660977303981781,-0.6918405890464783,-0.6431010365486145,-0.6090255975723267,-0.06326436996459961,3.0309860706329346,210.29725646972656,229.9425048828125,0.07601343005282152,Excitatory (Mouse),Excitatory
586072188,Mouse,aspiny,Chat-IRES-Cre-neo,2/3,0.7899539481819875,0.8358125997519309,-0.43315543677453333,0.0090850799526498,0.15909020764771423,8.041512489318848,0.03492952883243561,0.030979469418525696,0.033947642892599106,0.03584139421582222,0.026416821405291557,0.016438886523246765,0.01206213515251875,-0.24917620420455933,-0.26052719354629517,-0.2487023025751114,-0.2132338583469391,-0.1683373749256134,-0.13596254587173462,-0.13630928099155426,-0.14032632112503052,0.09558988362550735,1.3805646896362305,90.88081359863281,209.7899932861328,0.15909020764771423,Other (Mouse),Inhibitory
475848827,Mouse,spiny,Rorb-IRES2-Cre,4,0.6510938916335677,0.8124781515013763,-0.5213328563020917,0.01562078610389952,0.10038007409354278,8.300385475158691,0.5442209243774414,0.678719699382782,0.6930492520332336,0.6085847020149231,0.32586732506752014,0.08523412048816681,-0.0538068562746048,0.6867824196815491,0.25878480076789856,-0.16818881034851074,-0.3045789301395416,-0.32944849133491516,-0.45001548528671265,-0.5861899256706238,-0.6291990280151367,2.596572358015692e-06,1.6293771266937256,88.60443115234375,169.95750427246094,0.10038007409354278,Excitatory (Mouse),Excitatory
504635521,Mouse,spiny,Ctgf-T2A-dgCre,6b,0.5918823333161082,0.6432242276519499,-0.7913802620231765,0.04025343081329079,0.0541558318899001,8.129752159118652,0.21045388281345367,0.2757590413093567,0.310855895280838,0.31505027413368225,0.2663003206253052,0.21698135137557983,0.18687023222446442,0.20456698536872864,-0.6099012494087219,-0.3555002510547638,-0.20709839463233948,-0.2955927550792694,-0.6368690133094788,-0.8760038018226624,-1.032456398010254,0.11327216774225235,2.764146089553833,150.22471618652344,189.80999755859375,0.0541558318899001,Excitatory (Mouse),Excitatory
558211203,Human,spiny,,6,0.6145953836731515,0.5557368265720274,-0.2978652245164531,0.05848927720554988,0.05861420086101966,8.018332481384277,0.028370048850774765,0.03474460542201996,0.03296063467860222,0.027031227946281433,0.0206490196287632,0.01817331835627556,0.017714429646730423,-0.20219853520393372,-0.08785134553909302,-0.013242031447589397,-0.021770069375634193,-0.044000089168548584,-0.08112713694572449,-0.08569367229938507,-0.08097045123577118,-0.1739402860403061,3.151703357696533,50.61670684814453,169.8300018310547,0.05861420086101966,Excitatory (Human),Excitatory
484679812,Mouse,spiny,Rorb-IRES2-Cre,4,0.7033168874077157,0.8204680291720275,-0.6842070679193951,0.008779746451922317,0.1546674857856701,8.157106399536133,0.19893479347229004,0.2429884672164917,0.2564716041088104,0.2334095686674118,0.1546032428741455,0.07823363691568375,0.023771800100803375,-0.7275603413581848,-0.6906722784042358,-0.41317737102508545,-0.24493558704853058,-0.18030905723571777,-0.321962833404541,-0.463158518075943,-0.5449788570404053,-3.8906400732230395e-06,1.2914080619812012,129.9668426513672,189.95249938964844,0.1546674857856701,Excitatory (Mouse),Excitatory
569720969,Mouse,aspiny,Pvalb-IRES-Cre,5,0.9619847667371754,0.9718955861654325,-0.6194442663043599,0.0065144375691599124,0.30345145687048164,7.943304538726807,0.005920213647186756,0.05055816099047661,0.0788075178861618,0.0874289870262146,0.059438616037368774,0.01845731772482395,-0.02655523456633091,-0.2911299467086792,-0.3454611599445343,-0.2978021204471588,-0.1892876923084259,-0.0924108624458313,-0.02298141084611416,0.0041419281624257565,0.018619606271386147,-0.17056018114089966,1.5517511367797852,228.99427795410156,369.6300048828125,0.30345145687048164,Inhibitory (Mouse),Inhibitory
464191630,Mouse,aspiny,Htr3a-Cre_NO152,2/3,0.8105588429170707,0.8604589655814008,-0.36849764068277047,0.008751283706474065,0.2129927267243655,8.157853126525879,0.19055821001529694,0.21298345923423767,0.20484282076358795,0.0967865064740181,-0.06488680839538574,-0.056446176022291183,0.04499827325344086,-0.29802247881889343,-0.41507014632225037,-0.22903338074684143,-0.057075850665569305,-0.14726924896240234,-0.3076026737689972,-0.2609613835811615,-0.15197819471359253,-0.0047376807779073715,1.2893130779266357,69.9970703125,189.95249938964844,0.2129927267243655,Inhibitory (Mouse),Inhibitory
478888083,Mouse,aspiny,Scnn1a-Tg2-Cre,4,0.7713836753761645,0.7480447039937703,-0.7149116672700402,0.007288136626354116,0.14490760618575976,8.432467460632324,0.47138798236846924,0.43843162059783936,0.3252592980861664,0.19241474568843842,0.061598148196935654,-0.01708786003291607,-0.005989276338368654,-0.8054714798927307,-0.5635818243026733,-0.4635695815086365,-0.5068272948265076,-0.5001789331436157,-0.3215826749801636,-0.2074078917503357,-0.1276208758354187,-0.025618107989430428,1.2369825839996338,150.0945587158203,209.94747924804688,0.14490760618575976,Other (Mouse),Inhibitory
466378900,Mouse,spiny,Rorb-IRES2-Cre,4,0.6816828416596117,0.662312294876634,-0.8260956293740633,0.00827750787129194,0.20870661380824418,8.026002883911133,0.026820553466677666,0.02643105760216713,0.027162156999111176,0.028348052874207497,0.028586817905306816,0.02582160010933876,0.02208932861685753,-0.15292999148368835,-0.1857314556837082,-0.21113353967666626,-0.181426003575325,-0.14469636976718903,-0.147924542427063,-0.16943758726119995,-0.18910546600818634,1.1707352969014817e-11,1.379619836807251,189.95449829101562,229.9425048828125,0.20870661380824418,Excitatory (Mouse),Excitatory
575774870,Mouse,aspiny,Chat-IRES-Cre-neo,4,0.6954046623041314,0.7491572199224239,-0.4815225660601884,0.022425315430683396,0.07038232806723838,8.112329483032227,0.11072347313165665,0.025107959285378456,-0.003535438794642687,-0.006623581983149052,0.025594819337129593,0.01491432823240757,-0.024192921817302704,-1.26469087600708,-1.5470842123031616,-0.9899404048919678,-0.7999309301376343,-0.5572186708450317,-0.20631854236125946,-0.006513697560876608,0.12332353740930557,0.00110600923653692,2.4594268798828125,129.88108825683594,269.7300109863281,0.07038232806723838,Other (Mouse),Inhibitory
469614747,Mouse,aspiny,Pvalb-IRES-Cre,2/3,0.9429364503610962,0.9367880377121345,-0.7299903812913724,0.00396802593341567,0.32700555778648716,8.004134178161621,0.09225835651159286,0.16185307502746582,0.17289923131465912,0.15821725130081177,0.1190905049443245,0.05732106789946556,-0.06213001906871796,-0.7070227265357971,-0.7801732420921326,-0.5461037158966064,-0.41385820508003235,-0.29719921946525574,-0.18296553194522858,-0.10717500746250153,-0.07621665298938751,-0.016029536724090576,1.211529016494751,270.0291748046875,369.9075012207031,0.32700555778648716,Inhibitory (Mouse),Inhibitory
475029659,Mouse,aspiny,Htr3a-Cre_NO152,2/3,0.7674190093174235,0.8823293522539958,-0.6821788628892068,0.008261298155823212,0.1663266949022907,8.206002235412598,0.29411613941192627,0.30462366342544556,0.2168385535478592,0.09027966856956482,0.006567807402461767,0.005277495831251144,-0.01628844439983368,-0.4654448330402374,-0.024899210780858994,0.003261606441810727,-0.3237708806991577,-0.5408354997634888,-0.4382462501525879,-0.1896679699420929,0.0365682877600193,-0.06736409664154053,1.4369440078735352,170.50660705566406,249.93748474121094,0.1663266949022907,Inhibitory (Mouse),Inhibitory
500859045,Mouse,spiny,Rorb-IRES2-Cre,4,0.8629778847840088,0.9149757401624717,-0.7043951894908124,0.020384600775612403,0.08090248338264001,7.847224712371826,-0.03783351182937622,0.08782407641410828,0.13968059420585632,0.1413429081439972,0.07256478071212769,0.010166296735405922,-0.04069044068455696,-1.069854497909546,-0.9631261229515076,-0.5725194215774536,-0.34472373127937317,-0.22234244644641876,-0.18881623446941376,-0.22245897352695465,-0.2546497583389282,-0.0633392259478569,2.344853639602661,190.0005340576172,269.7300109863281,0.08090248338264001,Excitatory (Mouse),Excitatory
556687527,Mouse,spiny,Sim1-Cre_KJ18,5,0.6717489156043428,0.6573198333572755,-0.7800427948790962,0.08552185246811464,0.0516890481968331,8.227330207824707,0.2160845249891281,0.2165985405445099,0.20738740265369415,0.15029315650463104,0.04784432426095009,0.004715277813374996,0.0023905327543616295,0.016419917345046997,-0.3560054898262024,-0.5788514614105225,-0.6235907077789307,-0.6163528561592102,-0.45273327827453613,-0.36975306272506714,-0.31483322381973267,0.22314344346523285,4.802896022796631,210.45074462890625,269.7300109863281,0.0516890481968331,Excitatory (Mouse),Excitatory
502120615,Mouse,spiny,Rorb-IRES2-Cre,2/3,0.7626657228218688,0.7176154574611648,-0.8415812702639964,0.05276560657932399,0.0612698920363291,8.273882865905762,0.3061647415161133,0.2840641140937805,0.24783354997634888,0.219418466091156,0.12830336391925812,0.020299989730119705,-0.0680927038192749,-0.2463190108537674,-0.31164148449897766,-0.5812042355537415,-0.5619805455207825,-0.4850882887840271,-0.4304378926753998,-0.44580698013305664,-0.4677843451499939,0.12126859277486801,3.6301803588867188,210.19961547851562,249.74998474121094,0.0612698920363291,Excitatory (Mouse),Excitatory
328876201,Mouse,aspiny,Sst-IRES-Cre,5,0.6172097174531025,0.6598151298537157,-0.2675525342495501,0.01829162017150079,0.08816985393341095,8.085355758666992,0.07670952379703522,0.05318619683384895,0.03863401710987091,0.038647450506687164,0.03947613760828972,0.026814796030521393,0.018441172316670418,0.013191020116209984,-0.053048040717840195,-0.13301070034503937,-0.20834344625473022,-0.24939030408859253,-0.20100869238376617,-0.186148002743721,-0.18676069378852844,-0.12500262260437012,1.864011526107788,50.83789825439453,189.95249938964844,0.08816985393341095,Inhibitory (Mouse),Inhibitory
563380422,Mouse,aspiny,Nkx2-1-CreERT2,5,0.7420728070690125,0.7406375803867791,-0.9316596736496005,0.0344660760129163,0.0842539197451137,7.969213962554932,0.07367672771215439,0.15459874272346497,0.1641238033771515,0.14746764302253723,0.08855398744344711,0.060082029551267624,0.06271777302026749,-0.5050040483474731,-0.7326425909996033,-0.7606746554374695,-0.5598918795585632,-0.3405587375164032,-0.2625215947628021,-0.30994826555252075,-0.37241214513778687,0.024424463510513306,3.1599314212799072,269.9117126464844,289.7099914550781,0.0842539197451137,Other (Mouse),Inhibitory
476741830,Mouse,aspiny,Sst-IRES-Cre,5,0.5348620700812667,0.6848881259417207,-0.5298761815881983,0.009301399279163527,0.20564207831755169,8.042818069458008,0.15964028239250183,0.20874540507793427,0.23384252190589905,0.2476627230644226,0.22443264722824097,0.1926446408033371,0.2026299387216568,1.2030023336410522,0.5144129395484924,-0.3728775680065155,-0.8710913062095642,-0.9726622104644775,-0.8408041596412659,-0.7100030779838562,-0.558849573135376,-0.02441982738673687,1.2573156356811523,90.0570297241211,169.95750427246094,0.20564207831755169,Inhibitory (Mouse),Inhibitory
565723357,Mouse,aspiny,Ndnf-IRES2-dgCre,2/3,0.8244264656873547,0.7801306631789977,-0.8182158702226521,0.01893856621455763,0.08972065116376618,8.291542053222656,0.22577519714832306,0.17157500982284546,0.15733356773853302,0.14627759158611298,0.07727500051259995,0.014638951048254967,-0.014682167209684849,-0.93340003490448,-1.4498659372329712,-1.3479418754577637,-0.9409427046775818,-0.5716944336891174,-0.28238174319267273,-0.10869105160236359,0.03575796261429787,-0.005920267663896084,2.498695135116577,269.74127197265625,329.6700134277344,0.08972065116376618,Inhibitory (Mouse),Inhibitory
520347870,Mouse,aspiny,Vip-IRES-Cre,2/3,0.5977810315698456,0.7041113755506144,-0.4137006821452327,0.00976806318792608,0.20496246932224757,8.029544830322266,0.02585591934621334,0.026121914386749268,0.029378127306699753,0.0329202376306057,0.033360809087753296,0.029939981177449226,0.02766033262014389,-0.3868738114833832,-0.3411364257335663,-0.2715240716934204,-0.21071302890777588,-0.16724012792110443,-0.10822851955890656,-0.07712690532207489,-0.06011493504047394,-0.0562819242477417,1.2879868745803833,70.26195526123047,169.8300018310547,0.20496246932224757,Inhibitory (Mouse),Inhibitory
482910438,Mouse,spiny,Nr5a1-Cre,4,0.7558085929451158,0.7453466650526075,-0.5823218053585961,0.018871097770367676,0.06689328774689533,8.138890266418457,0.2229900360107422,0.2896882891654968,0.33032962679862976,0.29792121052742004,0.15191136300563812,0.03538767620921135,-0.058249618858098984,0.5638172626495361,-0.32699599862098694,-0.4148173928260803,-0.14009708166122437,-0.06826479732990265,-0.27888089418411255,-0.4954126477241516,-0.6680589914321899,0.10904798656702042,1.8933072090148926,110.62537384033203,189.95249938964844,0.06689328774689533,Excitatory (Mouse),Excitatory
489259263,Mouse,spiny,Cux2-CreERT2,4,0.7834269782545563,0.7259913011184652,-0.8260851393218864,0.02296788571261473,0.09091952185787061,8.246651649475098,0.3166674077510834,0.35532888770103455,0.32278522849082947,0.2500177025794983,0.130636528134346,0.05763788893818855,0.0318940095603466,-0.47187039256095886,-0.3962818384170532,0.12906493246555328,0.0790877640247345,-0.0807870626449585,-0.40868690609931946,-0.5983784198760986,-0.6944944858551025,0.005633629392832518,2.2981064319610596,189.95211791992188,229.9425048828125,0.09091952185787061,Excitatory (Mouse),Excitatory
501940485,Mouse,aspiny,Ctgf-T2A-dgCre,6a,0.5770199746428248,0.5948477699291014,-0.7334028980340562,0.014071605575872378,0.13052771834415652,8.350775718688965,0.5464147925376892,0.6314793825149536,0.6300331950187683,0.5671723484992981,0.41520413756370544,0.2594732940196991,0.19017961621284485,0.3551558256149292,0.07133793085813522,-0.1081765666604042,-0.15515363216400146,-0.3255924880504608,-0.685851514339447,-0.899573564529419,-0.9924686551094055,-0.00015884987078607082,1.4521123170852661,109.90042877197266,149.85000610351562,0.13052771834415652,Other (Mouse),Inhibitory
485835016,Mouse,spiny,Rbp4-Cre_KL100,5,0.5664995020529148,0.5369733581906737,-0.9378634272716423,0.015609153245795584,0.1708438704849682,8.009839057922363,0.011908287182450294,0.014015928842127323,0.024145284667611122,0.035285625606775284,0.028019128367304802,0.01317062322050333,0.005754672922194004,-0.31767845153808594,-0.32438355684280396,-0.3093216121196747,-0.2528485655784607,-0.1567164659500122,-0.0747746080160141,-0.05671157315373421,-0.051207005977630615,-0.029978938400745392,2.199460744857788,290.6658630371094,309.9224853515625,0.1708438704849682,Excitatory (Mouse),Excitatory
584671501,Mouse,aspiny,Oxtr-T2A-Cre,5,0.7006378091270719,0.7187066066242368,-0.8108050537498096,0.028951872113768626,0.0900990512930317,8.081676483154297,0.10757309198379517,0.08398843556642532,0.061085399240255356,0.051054876297712326,0.04643426835536957,0.03160789981484413,0.004593712277710438,-0.40285369753837585,-0.7510577440261841,-0.912941575050354,-0.9746246337890625,-1.0402543544769287,-0.4307270348072052,-0.2264692187309265,-0.16273702681064606,3.3611870549066225e-06,3.2713117599487305,299.6978759765625,369.6300048828125,0.0900990512930317,Other (Mouse),Inhibitory
581058864,Mouse,aspiny,Nkx2-1-CreERT2,2/3,0.8128308307835255,0.8205020560912327,-0.5523041760307329,0.006084832337344038,0.1161726232243104,8.007097244262695,-0.05088729038834572,-0.03891167417168617,0.0066528720781207085,0.07435096055269241,0.10265839099884033,0.04259271174669266,-0.02810836210846901,-1.6369266510009766,-1.0508259534835815,-0.6681820750236511,-0.5413632392883301,-0.3979330062866211,-0.14837387204170227,-0.021449821069836617,0.055979322642087936,-0.15589414536952972,1.2811174392700195,148.997314453125,269.7300109863281,0.1161726232243104,Other (Mouse),Inhibitory
575299891,Mouse,spiny,Ndnf-IRES2-dgCre,6b,0.6182299253184527,0.6715002111067734,-0.7615487276086128,0.0939496494921708,0.04847869022213888,8.213249206542969,0.2557193338871002,0.24326127767562866,0.17629432678222656,0.12162592262029648,0.08338246494531631,0.0724378228187561,0.08739928156137466,0.49660244584083557,-0.017086604610085487,-0.3354421854019165,-0.5194680690765381,-0.6973074674606323,-0.7626028656959534,-0.5477439165115356,-0.4411986470222473,-0.154562309384346,4.843957424163818,190.22067260742188,249.74998474121094,0.04847869022213888,Inhibitory (Mouse),Excitatory
570081589,Mouse,aspiny,Pvalb-IRES-Cre,5,0.9675707855593072,0.9673508974363686,-0.6440179011039949,0.007681703677897473,0.3043121024924347,7.75617790222168,-0.12116038799285889,-0.0008914378704503179,0.06507663428783417,0.08963437378406525,0.06199159473180771,0.027684248983860016,0.01553217601031065,-0.3528129458427429,-0.37142863869667053,-0.22824424505233765,-0.10998205095529556,-0.03851601853966713,-0.025991100817918777,-0.04486537724733353,-0.06325048953294754,-0.12540528178215027,1.8583083152770996,289.5339660644531,449.54998779296875,0.3043121024924347,Inhibitory (Mouse),Inhibitory
580895033,Mouse,aspiny,Chrna2-Cre_OE25|Pvalb-T2A-Dre,6a,0.9687853383184726,0.9654041813747061,-0.4000446521384124,0.008490122829498743,0.19082833235883545,8.211870193481445,0.16684865951538086,0.1230832114815712,0.07578735798597336,0.026922492310404778,-0.0008362626540474594,-0.010239491239190102,-0.00920022465288639,-0.519376277923584,-0.07178658246994019,0.037853918969631195,-0.007170465309172869,-0.06481021642684937,-0.05894286185503006,-0.007692917250096798,0.03130117431282997,0.0031517157331109047,1.4561620950698853,99.9111557006836,249.74998474121094,0.19082833235883545,Other (Mouse),Inhibitory
558612809,Mouse,spiny,Tlx3-Cre_PL56,5,0.7324819860693496,0.8148417959932013,-0.5238732523289128,0.008351112815742261,0.1288659793814398,7.9491167068481445,-0.07286728918552399,-0.0777762308716774,-0.012355182319879532,0.0132538340985775,-0.010446887463331223,-0.010149132460355759,-0.008899631910026073,-0.13707183301448822,-0.48759523034095764,-0.6068444848060608,-0.5601041913032532,-0.4745838940143585,-0.37775880098342896,-0.33248624205589294,-0.3034454882144928,-8.301313629555107e-12,1.323623776435852,109.90336608886719,209.7899932861328,0.1288659793814398,Excitatory (Mouse),Excitatory
569278799,Mouse,aspiny,Htr3a-Cre_NO152,2/3,0.8705067587743608,0.8555620487526763,-0.7146660945729841,0.003486502207400442,0.1654073105400449,8.145323753356934,0.1398354470729828,0.13082385063171387,0.10716580599546432,0.09777809679508209,0.10711897164583206,0.06112506240606308,-0.05730164796113968,-1.8581675291061401,-1.3875741958618164,-0.9624483585357666,-0.7206873297691345,-0.4529695510864258,-0.15115532279014587,-0.009947152808308601,0.06269367784261703,7.136542308217031e-07,1.104108452796936,249.88299560546875,349.6499938964844,0.1654073105400449,Inhibitory (Mouse),Inhibitory
580624725,Mouse,spiny,Esr2-IRES2-Cre,5,0.7088354316847784,0.6898512204708918,-0.9210141470942825,0.11296320941730927,0.04844205506698478,8.126517295837402,0.14651577174663544,0.13380590081214905,0.11015539616346359,0.08502086251974106,0.06183229386806488,0.056072451174259186,0.04771941900253296,0.0668666660785675,0.004674452356994152,-0.08876243233680725,-0.1714637577533722,-0.23536422848701477,-0.3153776526451111,-0.38307279348373413,-0.4485180974006653,0.13049627840518951,5.311549663543701,230.04029846191406,249.74998474121094,0.04844205506698478,Excitatory (Mouse),Excitatory
563790168,Mouse,aspiny,Chat-IRES-Cre-neo,2/3,0.7034429956893182,0.6750251598019993,-0.33513181427296873,0.012259877221702345,0.1473045621990575,8.322088241577148,0.21452592313289642,0.12884187698364258,0.11985389143228531,0.10110065340995789,0.03928202763199806,-0.008256373926997185,0.022877691313624382,0.32262367010116577,-0.43761855363845825,-0.5734336972236633,-0.3577185273170471,-0.1917872577905655,-0.11500398069620132,-0.10239548981189728,-0.07577641308307648,0.057880911976099014,1.3554123640060425,50.22285461425781,149.85000610351562,0.1473045621990575,Other (Mouse),Inhibitory
