target,split,group,I_A,I_B,diff,abs_diff,stratified,n_A,n_B
inhibitory_vs_excitatory,0,input_history_kernel,0.041421741247177124,0.04647453874349594,-0.005052797496318817,0.005052797496318817,True,388,388
inhibitory_vs_excitatory,0,firing_rate_history_kernel,0.057714834809303284,0.05658896639943123,0.001125868409872055,0.001125868409872055,True,388,388
inhibitory_vs_excitatory,0,activation,0.06896913051605225,0.05849732086062431,0.010471809655427933,0.010471809655427933,True,388,388
inhibitory_vs_excitatory,1,input_history_kernel,0.06623367965221405,0.03575444221496582,0.03047923743724823,0.03047923743724823,True,388,388
inhibitory_vs_excitatory,1,firing_rate_history_kernel,0.03584367781877518,0.0607631616294384,-0.024919483810663223,0.024919483810663223,True,388,388
inhibitory_vs_excitatory,1,activation,0.061127062886953354,0.07595308125019073,-0.014826018363237381,0.014826018363237381,True,388,388
inhibitory_vs_excitatory,2,input_history_kernel,0.04451240599155426,0.03595629706978798,0.008556108921766281,0.008556108921766281,True,388,388
inhibitory_vs_excitatory,2,firing_rate_history_kernel,0.05348215997219086,0.06250908970832825,-0.00902692973613739,0.00902692973613739,True,388,388
inhibitory_vs_excitatory,2,activation,0.07201448827981949,0.07075896859169006,0.001255519688129425,0.001255519688129425,True,388,388
inhibitory_vs_excitatory,3,input_history_kernel,0.03609050437808037,0.03806505724787712,-0.001974552869796753,0.001974552869796753,True,388,388
inhibitory_vs_excitatory,3,firing_rate_history_kernel,0.055631548166275024,0.06299453228712082,-0.007362984120845795,0.007362984120845795,True,388,388
inhibitory_vs_excitatory,3,activation,0.08874119073152542,0.06384109705686569,0.02490009367465973,0.02490009367465973,True,388,388
inhibitory_vs_excitatory,4,input_history_kernel,0.04593490809202194,0.05359230935573578,-0.007657401263713837,0.007657401263713837,True,388,388
inhibitory_vs_excitatory,4,firing_rate_history_kernel,0.0580163449048996,0.045744653791189194,0.012271691113710403,0.012271691113710403,True,388,388
inhibitory_vs_excitatory,4,activation,0.056129973381757736,0.06843474507331848,-0.012304771691560745,0.012304771691560745,True,388,388
inhibitory_vs_excitatory,5,input_history_kernel,0.048828572034835815,0.032896094024181366,0.01593247801065445,0.01593247801065445,True,388,388
inhibitory_vs_excitatory,5,firing_rate_history_kernel,0.050684746354818344,0.06135266274213791,-0.010667916387319565,0.010667916387319565,True,388,388
inhibitory_vs_excitatory,5,activation,0.06796450912952423,0.08200331032276154,-0.014038801193237305,0.014038801193237305,True,388,388
inhibitory_vs_excitatory,6,input_history_kernel,0.041299425065517426,0.041144490242004395,0.000154934823513031,0.000154934823513031,True,388,388
inhibitory_vs_excitatory,6,firing_rate_history_kernel,0.05694399029016495,0.06151903048157692,-0.004575040191411972,0.004575040191411972,True,388,388
inhibitory_vs_excitatory,6,activation,0.07135087996721268,0.059563979506492615,0.011786900460720062,0.011786900460720062,True,388,388
inhibitory_vs_excitatory,7,input_history_kernel,0.05381177365779877,0.05319203436374664,0.000619739294052124,0.000619739294052124,True,388,388
inhibitory_vs_excitatory,7,firing_rate_history_kernel,0.04031427204608917,0.051105473190546036,-0.010791201144456863,0.010791201144456863,True,388,388
inhibitory_vs_excitatory,7,activation,0.08233054727315903,0.05520664155483246,0.02712390571832657,0.02712390571832657,True,388,388
inhibitory_vs_excitatory,8,input_history_kernel,0.045317329466342926,0.04185839369893074,0.0034589357674121857,0.0034589357674121857,True,388,388
inhibitory_vs_excitatory,8,firing_rate_history_kernel,0.047732241451740265,0.04614078998565674,0.0015914514660835266,0.0015914514660835266,True,388,388
inhibitory_vs_excitatory,8,activation,0.08520116657018661,0.09866887331008911,-0.013467706739902496,0.013467706739902496,True,388,388
inhibitory_vs_excitatory,9,input_history_kernel,0.05057308077812195,0.05274335294961929,-0.002170272171497345,0.002170272171497345,True,388,388
inhibitory_vs_excitatory,9,firing_rate_history_kernel,0.048864539712667465,0.04712417721748352,0.0017403624951839447,0.0017403624951839447,True,388,388
inhibitory_vs_excitatory,9,activation,0.0681663453578949,0.06701991707086563,0.0011464282870292664,0.0011464282870292664,True,388,388
inhibitory_vs_excitatory,10,input_history_kernel,0.03137928247451782,0.04090109467506409,-0.009521812200546265,0.009521812200546265,True,388,388
inhibitory_vs_excitatory,10,firing_rate_history_kernel,0.06501170992851257,0.05458136275410652,0.010430347174406052,0.010430347174406052,True,388,388
inhibitory_vs_excitatory,10,activation,0.07629069685935974,0.07871345430612564,-0.0024227574467658997,0.0024227574467658997,True,388,388
inhibitory_vs_excitatory,11,input_history_kernel,0.051574673503637314,0.04452326148748398,0.007051412016153336,0.007051412016153336,True,388,388
inhibitory_vs_excitatory,11,firing_rate_history_kernel,0.04283653944730759,0.056397926062345505,-0.013561386615037918,0.013561386615037918,True,388,388
inhibitory_vs_excitatory,11,activation,0.0815700963139534,0.06421014666557312,0.01735994964838028,0.01735994964838028,True,388,388
inhibitory_vs_excitatory,12,input_history_kernel,0.039237141609191895,0.04045422375202179,-0.001217082142829895,0.001217082142829895,True,388,388
inhibitory_vs_excitatory,12,firing_rate_history_kernel,0.058775290846824646,0.06197615712881088,-0.0032008662819862366,0.0032008662819862366,True,388,388
inhibitory_vs_excitatory,12,activation,0.07196685671806335,0.060185641050338745,0.01178121566772461,0.01178121566772461,True,388,388
inhibitory_vs_excitatory,13,input_history_kernel,0.05166009068489075,0.04621807858347893,0.0054420121014118195,0.0054420121014118195,True,388,388
inhibitory_vs_excitatory,13,firing_rate_history_kernel,0.04657673090696335,0.053086571395397186,-0.006509840488433838,0.006509840488433838,True,388,388
inhibitory_vs_excitatory,13,activation,0.07136846333742142,0.0685209184885025,0.002847544848918915,0.002847544848918915,True,388,388
inhibitory_vs_excitatory,14,input_history_kernel,0.0339517816901207,0.04252270609140396,-0.008570924401283264,0.008570924401283264,True,388,388
inhibitory_vs_excitatory,14,firing_rate_history_kernel,0.0644230768084526,0.05115317180752754,0.013269905000925064,0.013269905000925064,True,388,388
inhibitory_vs_excitatory,14,activation,0.07100037485361099,0.08353099972009659,-0.012530624866485596,0.012530624866485596,True,388,388
inhibitory_vs_excitatory,15,input_history_kernel,0.0512026846408844,0.05394268035888672,-0.0027399957180023193,0.0027399957180023193,True,388,388
inhibitory_vs_excitatory,15,firing_rate_history_kernel,0.0543590746819973,0.03327731043100357,0.02108176425099373,0.02108176425099373,True,388,388
inhibitory_vs_excitatory,15,activation,0.051835328340530396,0.10074669122695923,-0.04891136288642883,0.04891136288642883,True,388,388
inhibitory_vs_excitatory,16,input_history_kernel,0.045793723315000534,0.05334392189979553,-0.007550198584794998,0.007550198584794998,True,388,388
inhibitory_vs_excitatory,16,firing_rate_history_kernel,0.04799380898475647,0.04841811954975128,-0.000424310564994812,0.000424310564994812,True,388,388
inhibitory_vs_excitatory,16,activation,0.08323321491479874,0.06196792051196098,0.021265294402837753,0.021265294402837753,True,388,388
inhibitory_vs_excitatory,17,input_history_kernel,0.04791983589529991,0.04801465570926666,-9.48198139667511e-05,9.48198139667511e-05,True,388,388
inhibitory_vs_excitatory,17,firing_rate_history_kernel,0.04728402569890022,0.04998523369431496,-0.002701207995414734,0.002701207995414734,True,388,388
inhibitory_vs_excitatory,17,activation,0.07945636659860611,0.07200027257204056,0.007456094026565552,0.007456094026565552,True,388,388
inhibitory_vs_excitatory,18,input_history_kernel,0.054318927228450775,0.04193577915430069,0.012383148074150085,0.012383148074150085,True,388,388
inhibitory_vs_excitatory,18,firing_rate_history_kernel,0.047248080372810364,0.05424870550632477,-0.007000625133514404,0.007000625133514404,True,388,388
inhibitory_vs_excitatory,18,activation,0.062488000839948654,0.07684135437011719,-0.014353353530168533,0.014353353530168533,True,388,388
inhibitory_vs_excitatory,19,input_history_kernel,0.03374313563108444,0.05331561714410782,-0.019572481513023376,0.019572481513023376,True,388,388
